sensorname,timeline,humidity,lat,lng
Truesdale,2022-06-22 18:52:42.453,0.15712,42.7293,-95.1835
Brussels,2022-06-22 18:52:43.033,0.2496,38.9483,-90.5887
Guinda,2022-06-22 18:52:59.083,0.0448,38.8274,-122.1984
Woodstock,2022-06-22 18:52:42.397,0.256,44.0110,-96.0967
Barneston,2022-06-22 18:52:44.530,0.10944,40.0488,-96.5735
Corona,2022-06-22 18:52:55.243,0.1344,34.2501,-105.5970
Realitos,2022-06-22 18:52:52.080,0.59456,27.4454,-98.5303
Mapletown,2022-06-22 18:52:58.957,0.3488,39.8050,-79.9407
Prairie View,2022-06-22 18:52:41.880,0.39744,39.8320,-99.5732
Big Stone Colony,2022-06-22 18:55:04.300,0.1472,47.4001,-111.2092
Banks Lake South,2022-06-22 18:53:07.253,0.0544,47.6315,-119.2760
Olney,2022-06-22 18:52:56.110,0.1024,48.5489,-114.5721
Lyndon,2022-06-22 18:55:05.337,0.70656,44.5154,-72.0134
Harrold,2022-06-22 18:53:08.830,0.032,34.0756,-99.0271
Wever,2022-06-22 18:53:02.050,0.0928,40.7058,-91.2280
Goodell,2022-06-22 18:52:40.357,0.32,42.9238,-93.6141
Malaga,2022-06-22 18:52:57.467,0.0448,32.2227,-104.0692
Walnut Hill,2022-06-22 18:52:45.220,0.38784,38.4777,-89.0447
Trego,2022-06-22 18:52:57.653,0.1184,45.9048,-91.8287
Dover,2022-06-22 18:52:41.997,0.34272,39.1942,-93.6896
Scottsburg,2022-06-22 18:52:38.877,0.1856,36.7588,-78.7914
Wilson,2022-06-22 18:52:44.893,0.3392,39.8598,-81.0689
Burbank,2022-06-22 18:52:53.960,0.46048,36.6964,-96.7293
Gould,2022-06-22 18:52:54.207,0.3712,34.6692,-99.7736
Longford,2022-06-22 18:52:41.950,0.36896,39.1721,-97.3290
Whitewater,2022-06-22 18:52:56.113,0.128,48.7635,-107.6303
Reeder,2022-06-22 18:52:32.613,0.1984,46.1059,-102.9422
Foley,2022-06-22 18:52:40.910,0.704,39.0457,-90.7414
Meadowbrook Farm,2022-06-22 18:53:03.173,6.12768,38.2783,-85.5748
New Centerville,2022-06-22 18:52:36.113,0.23168,39.9422,-79.1916
Interlaken,2022-06-22 18:53:09.627,1.18528,40.5413,-111.4749
Flaxton,2022-06-22 18:52:32.407,0.07456,48.8974,-102.3933
Fortescue,2022-06-22 18:53:53.133,1.04224,39.2359,-75.1701
West,2022-06-22 18:52:49.253,0.2464,33.1977,-89.7821
Westboro,2022-06-22 18:52:42.780,0.50784,40.5350,-95.3211
Worthington,2022-06-22 18:52:44.507,0.25184,40.4085,-92.6892
Sunol,2022-06-22 18:52:56.527,0.0608,41.1539,-102.7630
Burbank,2022-06-22 18:53:08.337,0.15424,42.7461,-96.8326
Mulat,2022-06-22 18:52:59.387,0.0864,30.5595,-87.1297
Mitchell,2022-06-22 18:52:49.260,0.0928,33.2198,-82.7032
Loretto,2022-06-22 18:52:57.883,0.15936,41.7634,-98.0816
Hingham,2022-06-22 18:52:53.423,0.48512,48.5554,-110.4213
Commerce,2022-06-22 18:52:45.407,0.18784,37.1583,-89.4467
Garfield,2022-06-22 18:52:41.037,0.2528,38.0770,-99.2445
Stevens Creek,2022-06-22 18:53:09.740,0.2016,36.7314,-80.9943
Dayton,2022-06-22 18:52:50.763,0.2496,47.8643,-114.2765
McDonald,2022-06-22 18:52:48.907,0.43392,34.5537,-79.1763
Gum Springs,2022-06-22 18:52:49.063,0.3488,34.0639,-93.0957
Wakulla,2022-06-22 18:52:57.367,0.1568,34.7970,-79.2559
Tabiona,2022-06-22 18:52:54.783,0.86848,40.3544,-110.7096
Goodridge,2022-06-22 18:52:40.080,0.02176,48.1442,-95.8039
Dumont,2022-06-22 18:52:40.147,0.3168,45.7174,-96.4231
Sumatra,2022-06-22 18:52:58.383,0.1408,30.0230,-84.9825
Success,2022-06-22 18:52:48.457,0.42784,36.4545,-90.7226
Earl,2022-06-22 18:54:08.773,0.072,34.2033,-96.8893
Foxhome,2022-06-22 18:52:40.120,0.4256,46.2769,-96.3122
West Middletown,2022-06-22 18:52:36.040,0.336,40.2432,-80.4253
Bergland,2022-06-22 18:53:03.937,0.1856,46.5913,-89.5754
Pine Creek,2022-06-22 18:53:50.660,0.1664,45.5078,-110.5724
Myrtlewood,2022-06-22 18:52:49.363,0.0512,32.2521,-87.9492
Lynxville,2022-06-22 18:52:35.257,0.0992,43.2493,-91.0464
Deaver,2022-06-22 18:52:53.610,0.1344,44.8890,-108.5961
Hillsboro,2022-06-22 18:52:38.527,0.256,38.1384,-80.2107
Joyce,2022-06-22 18:52:58.297,0.0448,31.9347,-92.5850
Puzzletown,2022-06-22 18:54:13.293,0.15296,40.3794,-78.4915
Bethel,2022-06-22 18:52:44.830,0.43264,39.8779,-92.0221
Keensburg,2022-06-22 18:52:45.263,0.13632,38.3518,-87.8683
Ovett,2022-06-22 18:53:04.910,0.0768,31.4849,-89.0273
Nottoway Court House,2022-06-22 18:52:59.243,0.1088,37.1271,-78.0734
Brayton,2022-06-22 18:52:37.167,0.3136,41.5447,-94.9302
McGrew,2022-06-22 18:52:43.763,0.34592,41.7477,-103.4177
Garten,2022-06-22 18:54:34.800,0.3232,38.0335,-81.0750
Roderfield,2022-06-22 18:52:58.107,0.38112,37.4501,-81.7029
Connelsville,2022-06-22 18:53:48.007,0.0496,40.2780,-92.7019
Orchard,2022-06-22 18:52:56.670,0.30176,40.3321,-104.1178
South Amana,2022-06-22 18:52:58.620,0.096,41.7703,-91.9600
Gazelle,2022-06-22 18:52:49.840,0.2016,41.5149,-122.5217
Gray,2022-06-22 18:55:05.383,0.07136,40.6576,-78.2521
Alta Sierra,2022-06-22 18:55:05.523,0.1344,35.7292,-118.5493
Hope,2022-06-22 18:52:55.403,0.1088,32.8159,-104.7371
Garvin,2022-06-22 18:52:40.247,0.3216,44.2142,-95.7607
Terlingua,2022-06-22 18:52:57.490,0.0096,29.2991,-103.5796
Jameson,2022-06-22 18:52:42.897,0.04928,40.0060,-93.9878
Osco,2022-06-22 18:53:23.877,0.30368,41.3465,-90.2827
Townsend,2022-06-22 18:52:57.687,0.2752,45.3241,-88.5904
Pella,2022-06-22 18:52:56.293,0.08,44.7419,-88.8237
Harrold,2022-06-22 18:52:34.783,0.3296,44.5258,-99.7416
Beverly,2022-06-22 18:52:59.777,0.096,39.7946,-90.9900
Fulton,2022-06-22 18:52:41.067,0.68192,38.0098,-94.7197
Teterboro,2022-06-22 18:52:33.290,0.1216,40.8580,-74.0594
Norwich,2022-06-22 18:52:44.767,0.42368,39.9844,-81.7925
Talking Rock,2022-06-22 18:52:48.997,0.064,34.5239,-84.4895
Abney Crossroads,2022-06-22 18:54:18.617,0.2976,34.5063,-80.5107
Rimini,2022-06-22 18:53:50.853,0.0208,46.4919,-112.2496
Masonville,2022-06-22 18:52:40.423,0.36576,42.4798,-91.5915
Media,2022-06-22 18:52:44.167,0.08,40.7694,-90.8327
Corwin Springs,2022-06-22 18:52:56.253,0.096,45.1276,-110.7997
Naukati Bay,2022-06-22 18:52:55.887,0.0256,55.8801,-133.1992
Dutchtown,2022-06-22 18:52:45.367,0.0736,37.2598,-89.6466
South Bend,2022-06-22 18:52:44.187,0.76096,41.0022,-96.2474
Lake Ellsworth Addition,2022-06-22 18:55:03.130,1.0112,34.8368,-98.3213
Monticello,2022-06-22 18:52:44.723,0.38304,40.1188,-91.7130
Linden,2022-06-22 18:52:48.810,0.2688,35.2546,-78.7484
Lower Santan Village,2022-06-22 18:53:15.140,0.032,33.1427,-111.7853
Chittenden,2022-06-22 18:55:05.327,0.2976,43.7039,-72.9494
Eagle,2022-06-22 18:52:55.847,0.1504,64.7813,-141.1979
Gunn City,2022-06-22 18:52:45.210,0.28224,38.6659,-94.1640
Mason,2022-06-22 18:52:36.287,0.1888,46.4355,-91.0599
Pontoosuc,2022-06-22 18:52:44.477,0.0928,40.6284,-91.2112
Vilas,2022-06-22 18:52:54.923,0.30784,37.3737,-102.4474
Glen Echo Park,2022-06-22 18:52:45.190,5.77312,38.7009,-90.2965
Fraser,2022-06-22 18:52:40.490,0.1184,42.1242,-93.9699
Reliance,2022-06-22 18:52:34.897,0.1216,43.8800,-99.6018
Gilliam,2022-06-22 18:52:50.427,0.0544,32.8282,-93.8418
Mosby,2022-06-22 18:52:40.870,0.0736,39.3165,-94.3094
Helmville,2022-06-22 18:53:05.100,0.00544,46.8614,-112.9629
Standing Rock,2022-06-22 18:52:55.387,0.0416,33.0863,-85.2449
Bovina,2022-06-22 18:53:46.370,0.048,32.3499,-90.7359
Ozora,2022-06-22 18:52:58.063,0.0192,37.8667,-90.0518
Austin,2022-06-22 18:53:46.330,0.07072,34.6423,-90.4480
Sail Harbor,2022-06-22 18:54:58.763,0.288,41.5265,-73.4653
Rogers,2022-06-22 18:52:43.820,0.34176,41.4643,-96.9159
New Middletown,2022-06-22 18:52:42.197,0.5088,38.1644,-86.0508
Thorp,2022-06-22 18:52:50.810,0.1088,47.0656,-120.6709
Ryder,2022-06-22 18:52:34.237,0.256,47.9211,-101.6694
Clitherall,2022-06-22 18:52:39.020,0.12896,46.2743,-95.6310
Hammond,2022-06-22 18:52:39.163,0.46112,44.2226,-92.3743
Powellville,2022-06-22 18:52:57.040,0.0832,38.3299,-75.3749
Gravity,2022-06-22 18:52:40.670,0.43136,40.7608,-94.7435
Kohls Ranch,2022-06-22 18:52:55.237,0.112,34.3210,-111.0838
Bristow,2022-06-22 18:52:42.447,0.15488,42.8408,-98.5834
Kicking Horse,2022-06-22 18:53:05.217,0.0544,47.4568,-114.0717
Mud Bay,2022-06-22 18:52:56.027,0.0096,59.1518,-135.3585
Edison,2022-06-22 18:53:00.463,0.1312,35.3473,-118.8698
Eagle Creek,2022-06-22 18:55:04.323,0.2176,40.8989,-77.8935
Jefferson,2022-06-22 18:55:05.377,0.1248,42.4813,-74.6062
Elizabeth,2022-06-22 18:52:40.117,0.54336,46.3798,-96.1309
Baring,2022-06-22 18:52:39.623,0.58176,40.2447,-92.2059
Shannon City,2022-06-22 18:52:41.720,0.304,40.8990,-94.2639
Herminie,2022-06-22 18:52:37.757,3.03904,40.2634,-79.7137
Nesbitt,2022-06-22 18:52:55.410,0.0736,32.5886,-94.4469
Roosevelt,2022-06-22 18:54:48.993,0.0352,45.7476,-120.2161
Ayr,2022-06-22 18:52:44.407,0.39392,40.4377,-98.4409
Calvary,2022-06-22 18:52:58.357,0.0864,30.7224,-84.3541
Lublin,2022-06-22 18:52:33.940,0.0864,45.0749,-90.7238
New Liberty,2022-06-22 18:52:40.557,0.32576,41.7161,-90.8780
Coolidge,2022-06-22 18:52:39.893,0.288,38.0415,-102.0078
McCracken,2022-06-22 18:52:40.997,0.1312,38.5821,-99.5684
Smiths Ferry,2022-06-22 18:52:56.283,0.0704,44.2990,-116.0783
Arlington,2022-06-22 18:52:55.290,0.0576,33.3346,-112.7747
Big Bow,2022-06-22 18:53:02.510,0.0256,37.5609,-101.5573
Williams Canyon,2022-06-22 18:55:01.387,0.2336,33.7289,-117.6392
Maramec,2022-06-22 18:52:55.030,0.2912,36.2419,-96.6805
Millston,2022-06-22 18:52:57.733,0.128,44.1885,-90.6446
Shumway,2022-06-22 18:53:10.843,0.0448,34.4145,-110.0649
Atlantic,2022-06-22 18:52:37.173,0.3216,41.5054,-80.3408
Casa,2022-06-22 18:52:48.860,0.1184,35.0253,-93.0448
Rhineland,2022-06-22 18:52:43.067,0.48032,38.7205,-91.5175
Miltonsburg,2022-06-22 18:52:44.890,0.18176,39.8313,-81.1646
Saint Catharine,2022-06-22 18:54:52.303,0.1792,39.7986,-92.9950
Fifty-Six,2022-06-22 18:53:46.247,0.0608,35.9621,-92.2301
Rocky Mound,2022-06-22 18:52:54.407,0.3232,33.0290,-95.0290
Lake City,2022-06-22 18:53:23.727,0.3392,39.7536,-88.7184
Huron,2022-06-22 18:54:22.300,0.1312,35.5935,-88.5361
Palmersville,2022-06-22 18:53:08.450,0.0448,36.4084,-88.5842
Brownington,2022-06-22 18:52:42.167,0.47872,38.2453,-93.7227
Paden,2022-06-22 18:52:50.267,0.144,34.6603,-88.2606
Newhalen,2022-06-22 18:52:55.667,0.0192,59.7270,-154.8970
Romeville,2022-06-22 18:52:57.500,0.0384,30.0676,-90.8341
South Woodstock,2022-06-22 18:54:27.400,0.1408,43.5608,-72.5321
Layton,2022-06-22 18:52:47.533,0.58912,24.8247,-80.8128
Bryceland,2022-06-22 18:52:50.467,0.0544,32.4485,-92.9924
Dodge,2022-06-22 18:52:32.493,0.2816,47.3057,-102.2029
Fowlerville,2022-06-22 18:52:56.440,0.144,42.8940,-77.8479
Manville,2022-06-22 18:52:54.727,0.23744,42.7796,-104.6176
Sykeston,2022-06-22 18:52:34.273,0.3328,47.4660,-99.3993
Rumsey,2022-06-22 18:53:18.293,0.0512,38.8902,-122.2404
Timber Cove,2022-06-22 18:53:48.753,0.0224,38.5410,-123.2589
Jamestown,2022-06-22 18:52:50.467,0.0736,32.3397,-93.2065
Cascadia,2022-06-22 18:52:56.307,0.0256,44.3930,-122.5027
Wentworth,2022-06-22 18:52:45.420,0.21408,36.9932,-94.0756
Bark Ranch,2022-06-22 18:53:00.893,0.1504,40.1156,-105.4417
Inman,2022-06-22 18:52:43.413,0.47584,42.3819,-98.5298
De Soto,2022-06-22 18:53:01.767,0.16,31.9548,-84.0636
Cardwell,2022-06-22 18:52:49.757,0.0608,45.8621,-111.9555
Kingston,2022-06-22 18:55:05.443,0.0784,39.8198,-91.0274
Upper Red Hook,2022-06-22 18:53:58.017,0.45312,42.0262,-73.8456
Daniel,2022-06-22 18:52:51.030,0.0256,42.8657,-110.0766
Willey,2022-06-22 18:52:42.503,0.30464,41.9788,-94.8224
Douglas,2022-06-22 18:52:54.017,0.168,36.2605,-97.6666
Vona,2022-06-22 18:52:54.823,0.4224,39.3021,-102.7434
Leadore,2022-06-22 18:52:52.317,0.272,44.6802,-113.3592
Beryl Junction,2022-06-22 18:52:59.157,0.0704,37.7010,-113.6535
Dotyville,2022-06-22 18:52:51.353,0.2848,36.8515,-94.9098
Stephan,2022-06-22 18:53:08.273,0.07264,44.2482,-99.4576
Squaw Lake,2022-06-22 18:52:41.200,0.16,47.6276,-94.1381
Millerville,2022-06-22 18:52:40.143,0.1504,46.0691,-95.5569
Devol,2022-06-22 18:52:54.277,0.2624,34.1954,-98.5882
Arion,2022-06-22 18:52:39.377,0.2624,41.9478,-95.4624
Browntown,2022-06-22 18:54:57.873,0.0512,34.2053,-80.3160
Brazos,2022-06-22 18:53:08.553,0.2656,32.6622,-98.1231
Popejoy,2022-06-22 18:52:41.457,0.1728,42.5938,-93.4278
Sundown,2022-06-22 18:52:58.123,0.0896,36.5645,-92.6418
Elizaville,2022-06-22 18:52:59.113,0.1248,38.4167,-83.8243
Carpenter,2022-06-22 18:52:39.227,0.18784,43.4151,-93.0172
Virgilina,2022-06-22 18:52:36.237,0.2112,36.5463,-78.7755
Maeystown,2022-06-22 18:52:45.267,0.1616,38.2267,-90.2331
Moundville,2022-06-22 18:52:42.230,0.49536,37.7646,-94.4510
McKeansburg,2022-06-22 18:52:37.580,0.59808,40.6823,-76.0196
Tradewinds,2022-06-22 18:53:09.453,0.1184,27.9950,-97.2602
Ormsby,2022-06-22 18:52:41.363,0.42336,43.8503,-94.6986
Du Bois,2022-06-22 18:52:44.710,0.288,40.0346,-96.0466
Brenton,2022-06-22 18:53:10.590,0.208,37.6004,-81.6351
Black Sands,2022-06-22 18:55:03.417,0.24,19.4136,-154.9588
Gordon,2022-06-22 18:52:58.437,0.0704,46.2409,-91.7995
Schuyler Lake,2022-06-22 18:53:06.327,0.0384,42.7786,-75.0335
Rosine,2022-06-22 18:52:59.193,0.2688,37.4523,-86.7374
Hudson,2022-06-22 18:52:39.897,0.5328,38.1049,-98.6609
Rapelje,2022-06-22 18:53:05.037,0.2624,45.9720,-109.2579
Raglesville,2022-06-22 18:52:56.980,0.1504,38.8022,-86.9622
Dekorra,2022-06-22 18:54:36.000,0.1056,43.4539,-89.4603
Eddyville,2022-06-22 18:52:44.197,0.30176,41.0124,-99.6241
Hattieville,2022-06-22 18:53:00.110,0.0512,35.2890,-92.7813
Laporte,2022-06-22 18:52:40.093,0.1824,47.2147,-94.7573
Unionville,2022-06-22 18:52:42.740,0.1696,40.8182,-92.6959
Forksville,2022-06-22 18:52:35.807,0.08,41.4896,-76.6028
Lima,2022-06-22 18:52:44.733,0.65312,40.1767,-91.3783
Buckeye,2022-06-22 18:52:39.330,0.1312,42.4195,-93.3758
Alton,2022-06-22 18:52:39.717,0.23904,39.4678,-98.9486
Tingley,2022-06-22 18:52:42.737,0.1888,40.8527,-94.1958
Deer Island,2022-06-22 18:52:57.650,0.2656,45.9330,-122.8498
Spring Hill,2022-06-22 18:52:41.243,0.176,45.5232,-94.8317
Kingsbury Colony,2022-06-22 18:54:56.333,0.00544,48.3044,-112.4846
Baxter,2022-06-22 18:54:33.153,0.56608,39.5410,-80.1439
Argonne,2022-06-22 18:52:57.653,0.2304,45.6582,-88.8777
Purdin,2022-06-22 18:52:41.857,0.24448,39.9509,-93.1664
Redings Mill,2022-06-22 18:52:45.417,0.6224,37.0196,-94.5170
Montezuma,2022-06-22 18:52:44.377,0.872,40.4891,-84.5497
New Morgan,2022-06-22 18:52:36.000,0.0224,40.1834,-75.8896
Houlton,2022-06-22 18:52:57.690,0.0864,45.0609,-92.7903
Windom,2022-06-22 18:52:43.153,0.20192,38.3841,-97.9102
Alexandria,2022-06-22 18:52:39.593,0.37248,40.3598,-91.4595
Summerfield,2022-06-22 18:52:41.880,0.35936,39.9968,-96.3493
Rock,2022-06-22 18:53:02.473,0.3232,37.4417,-97.0070
Felt,2022-06-22 18:52:59.273,0.2464,36.5633,-102.7950
Yuma,2022-06-22 18:54:23.027,0.0864,35.8438,-88.3372
Mount Bullion,2022-06-22 18:54:52.697,0.2112,37.5082,-120.0437
Fence Lake,2022-06-22 18:52:57.333,0.0416,34.6534,-108.6738
Princeton,2022-06-22 18:53:05.540,0.0272,40.5760,-96.7060
Ravanna,2022-06-22 18:52:57.913,0.032,40.4560,-93.4620
Peoria,2022-06-22 18:52:54.980,0.41088,36.9156,-94.6696
Dames Quarter,2022-06-22 18:52:38.643,0.0096,38.1697,-75.8895
Graball,2022-06-22 18:52:57.263,0.064,36.4838,-86.4396
New Boston,2022-06-22 18:55:05.320,0.2496,42.9781,-71.6937
Little City,2022-06-22 18:54:08.820,0.32,34.0840,-96.6160
Moffat,2022-06-22 18:52:54.887,0.0768,38.0027,-105.9065
Denison,2022-06-22 18:52:39.700,0.18336,39.3938,-95.6285
Houghton,2022-06-22 18:52:39.573,0.28032,40.7836,-91.6100
Ten Broeck,2022-06-22 18:53:03.180,1.88576,38.2976,-85.5807
Elk Falls,2022-06-22 18:52:41.103,0.176,37.3733,-96.1934
La Minita,2022-06-22 18:53:13.320,0.2432,26.5024,-99.0735
Galesburg,2022-06-22 18:52:32.503,0.41344,47.2701,-97.4087
Cantrall,2022-06-22 18:52:42.930,0.51264,39.9353,-89.6788
Harper,2022-06-22 18:52:57.747,0.016,43.8570,-117.6265
Garber,2022-06-22 18:52:40.383,0.432,42.7444,-91.2621
Livonia,2022-06-22 18:52:44.503,0.10624,40.4920,-92.7005
Rosendale,2022-06-22 18:52:41.847,0.30432,40.0408,-94.8233
Buckhorn,2022-06-22 18:52:45.617,0.34656,37.3461,-83.4695
Fairburn,2022-06-22 18:52:35.010,0.31552,43.6869,-103.2087
Kimmswick,2022-06-22 18:52:41.023,0.63008,38.3655,-90.3645
Las Nutrias,2022-06-22 18:52:57.383,0.1312,34.4699,-106.7708
St. Donatus,2022-06-22 18:52:41.513,0.40064,42.3624,-90.5422
Nolic,2022-06-22 18:52:55.443,0.2432,32.0341,-111.9549
Huntersville,2022-06-22 18:52:58.023,0.112,38.1860,-80.0152
Clappertown,2022-06-22 18:54:11.187,0.11136,40.4029,-78.2779
Lemoyne,2022-06-22 18:52:56.530,0.2496,41.2765,-101.8134
Randlett,2022-06-22 18:52:51.117,0.0224,40.2267,-109.8308
Des Moines,2022-06-22 18:52:55.003,0.1472,36.7614,-103.8342
Red Hill,2022-06-22 18:55:05.400,0.184,40.5296,-78.4356
Greenvale,2022-06-22 18:54:23.263,0.0512,36.0055,-86.2012
Ohlman,2022-06-22 18:52:45.013,0.26784,39.3433,-89.2186
Lanesboro,2022-06-22 18:52:40.487,0.1696,42.1828,-94.6923
Oak Beach,2022-06-22 18:52:56.553,0.1088,40.6388,-73.2879
Sedalia,2022-06-22 18:52:51.177,0.0928,39.4396,-104.9699
Booneville,2022-06-22 18:52:45.610,0.0864,37.4702,-83.6828
Hoffman,2022-06-22 18:52:54.087,0.3984,35.4888,-95.8447
New Haven,2022-06-22 18:52:56.410,0.064,43.2839,-92.6422
Leshara,2022-06-22 18:52:44.000,0.62528,41.3298,-96.4292
Tustin,2022-06-22 18:52:57.757,0.1216,44.1698,-88.8960
Cable,2022-06-22 18:53:23.437,0.1088,41.2798,-90.5056
Arispe,2022-06-22 18:52:39.530,0.2528,40.9484,-94.2192
Glenfield,2022-06-22 18:52:32.510,0.176,47.4551,-98.5664
Haywood City,2022-06-22 18:52:45.403,0.2976,37.0117,-89.6003
Loyal,2022-06-22 18:52:54.050,0.33152,35.9727,-98.1182
Jones Mills,2022-06-22 18:53:11.837,0.0384,34.4427,-92.8923
McClave,2022-06-22 18:53:00.873,0.064,38.1315,-102.8504
Empire,2022-06-22 18:52:56.497,0.0224,40.5759,-119.3430
Fargo,2022-06-22 18:52:48.877,0.2752,34.9537,-91.1764
Panther Burn,2022-06-22 18:53:46.747,0.1952,33.0659,-90.8726
Evergreen,2022-06-22 18:52:45.353,0.0096,37.5486,-92.5961
Kirby,2022-06-22 18:52:44.257,0.5136,40.8135,-83.4194
Kempton,2022-06-22 18:52:58.833,0.16,40.6278,-75.8546
Streeter,2022-06-22 18:52:34.297,0.1936,46.6576,-99.3568
Lesterville,2022-06-22 18:52:35.430,0.28448,43.0385,-97.5905
Manassas,2022-06-22 18:52:48.193,0.1632,32.1603,-82.0200
Broomtown,2022-06-22 18:52:55.213,0.0256,34.3657,-85.5322
Lillie,2022-06-22 18:52:50.440,0.064,32.9221,-92.6614
New Amsterdam,2022-06-22 18:52:42.197,0.152,38.1022,-86.2760
Grand View,2022-06-22 18:52:58.440,0.1696,46.3680,-91.1036
Matthews,2022-06-22 18:52:58.253,0.0352,33.2176,-82.3079
Rives,2022-06-22 18:52:43.273,0.16416,36.0945,-90.0115
Weskan,2022-06-22 18:52:59.053,0.048,38.8653,-101.9681
San Isidro,2022-06-22 18:52:52.097,0.0384,26.7136,-98.4479
Brutus,2022-06-22 18:52:57.553,0.0416,45.4942,-84.7818
Miami,2022-06-22 18:52:40.880,0.224,39.3224,-93.2258
Columbia,2022-06-22 18:52:38.713,0.45056,37.7538,-78.1632
Monterey,2022-06-22 18:52:46.647,0.4624,38.4233,-84.8728
St. George,2022-06-22 18:52:55.633,0.18208,56.5791,-169.6114
Stones Landing,2022-06-22 18:54:55.860,0.0576,40.6974,-120.7310
Mount Holly,2022-06-22 18:52:34.200,0.0448,33.3030,-92.9539
Fremont,2022-06-22 18:52:59.117,0.0704,38.4556,-111.6148
Duncan,2022-06-22 18:52:56.423,0.16,43.1052,-93.7059
Red Banks,2022-06-22 18:53:04.777,0.0448,34.8347,-89.5634
Bairdstown,2022-06-22 18:52:43.917,0.41216,41.1712,-83.6073
Outlook,2022-06-22 18:52:54.650,0.0992,48.8888,-104.7849
Cambridge,2022-06-22 18:52:39.977,0.00768,37.3177,-96.6673
Oketo,2022-06-22 18:52:40.797,0.26816,39.9632,-96.5989
Vandiver,2022-06-22 18:52:45.070,0.25184,39.1621,-91.8473
Marrowbone,2022-06-22 18:52:59.293,0.096,36.8320,-85.5053
Vance,2022-06-22 18:52:49.193,0.2464,33.4365,-80.4201
Hull,2022-06-22 18:52:47.097,1.06208,34.0155,-83.2938
Fort Seneca,2022-06-22 18:52:58.720,0.1984,41.2044,-83.1679
Center Junction,2022-06-22 18:52:39.363,0.1696,42.1142,-91.0904
Dora,2022-06-22 18:52:55.207,0.0448,33.9334,-103.3369
Dawn,2022-06-22 18:52:57.957,0.096,39.6713,-93.6341
Overland,2022-06-22 18:52:56.577,0.1408,41.0809,-97.9783
Formoso,2022-06-22 18:52:40.777,0.21632,39.7784,-97.9927
Golden View Colony,2022-06-22 18:55:01.870,0.128,43.6954,-97.4487
Goodwin,2022-06-22 18:52:34.647,0.2656,44.8775,-96.8497
Mount Laguna,2022-06-22 18:52:59.363,0.0736,32.8711,-116.4247
Phillipsville,2022-06-22 18:52:58.693,0.176,40.2117,-123.7845
Crabtree,2022-06-22 18:52:37.757,1.31296,40.3637,-79.4695
La Grange,2022-06-22 18:52:48.777,0.0608,35.0476,-89.2409
Kingvale,2022-06-22 18:52:59.023,0.128,39.3204,-120.4387
Eagle River,2022-06-22 18:52:59.400,0.0192,47.4100,-88.2647
Douglas,2022-06-22 18:52:32.420,0.39488,47.8579,-101.5018
Saddle Butte,2022-06-22 18:53:05.210,0.048,48.5235,-109.6449
Hannaford,2022-06-22 18:52:32.500,0.49408,47.3141,-98.1889
Fort Hill,2022-06-22 18:52:58.487,0.0864,45.0670,-123.5605
Caddo Gap,2022-06-22 18:52:36.267,0.3136,34.4025,-93.6179
Allenville,2022-06-22 18:52:43.230,0.5744,37.2217,-89.7555
Clawson,2022-06-22 18:52:54.817,0.1216,39.1391,-111.0934
Austin,2022-06-22 18:52:56.617,0.1056,39.4976,-117.0740
Tamarack,2022-06-22 18:52:41.210,0.0352,46.6529,-93.1250
Pontiac,2022-06-22 18:52:58.120,0.048,36.5165,-92.6037
Brooks Mill,2022-06-22 18:54:11.003,0.34752,40.3737,-78.4236
Naubinway,2022-06-22 18:53:04.020,0.3008,46.0911,-85.4518
Wallace,2022-06-22 18:52:42.837,0.47936,39.9871,-87.1471
Waka,2022-06-22 18:52:55.473,0.24608,36.2816,-101.0441
Hillsboro,2022-06-22 18:52:38.307,0.50432,38.9170,-75.9416
Maxbass,2022-06-22 18:52:32.377,0.15936,48.7225,-101.1426
Hilltop,2022-06-22 18:53:01.820,0.128,33.1063,-84.4382
Trego-Rohrersville Station,2022-06-22 18:53:11.933,0.2912,39.4291,-77.6748
Maysville,2022-06-22 18:52:56.957,0.0096,38.5305,-106.2156
Deer Park,2022-06-22 18:52:58.327,0.0384,31.2198,-88.3226
Foster,2022-06-22 18:53:02.313,0.096,40.1416,-87.4687
Whale Pass,2022-06-22 18:52:56.013,0.00192,56.1053,-133.1243
Loomis,2022-06-22 18:52:57.607,0.1408,48.8234,-119.6397
Pleasant Plain,2022-06-22 18:52:41.707,0.1216,41.1472,-91.8596
Brumley,2022-06-22 18:52:42.187,0.224,38.0880,-92.4845
Sombrillo,2022-06-22 18:52:51.470,0.128,35.9802,-106.0352
Spaulding,2022-06-22 18:52:55.160,0.0384,35.0132,-96.4404
San Pedro,2022-06-22 18:52:57.287,0.0096,35.2280,-106.1848
Melstone,2022-06-22 18:52:54.693,0.1984,46.5987,-107.8683
Hidalgo,2022-06-22 18:52:45.127,0.3056,39.1559,-88.1491
Center Point,2022-06-22 18:53:12.730,0.0704,34.0318,-93.9511
Oyens,2022-06-22 18:52:41.440,0.29888,42.8198,-96.0580
Bickleton,2022-06-22 18:52:49.770,0.0256,46.0056,-120.3081
Dupuyer,2022-06-22 18:52:56.140,0.0256,48.1868,-112.4771
Round Mountain,2022-06-22 18:52:51.103,0.0736,40.8006,-121.9375
Mount Ayr,2022-06-22 18:52:41.697,0.35424,40.9522,-87.2993
Fort Bridger,2022-06-22 18:52:49.853,0.0608,41.3184,-110.3894
